127.0.0.1 - - [26/May/2019:11:24:03 +0000] "POST /wp-cron.php?doing_wp_cron=1558869843.7309598922729492187500 HTTP/1.0" 200 0 "http://blog.local/wp-cron.php?doing_wp_cron=1558869843.7309598922729492187500" "WordPress/5.2.1; http://blog.local"
127.0.0.1 - - [26/May/2019:11:24:03 +0000] "GET /2019/05/26/hello-world/ HTTP/1.0" 200 17619 "http://blog.local/2019/05/26/hello-world/" "WordPress/5.2.1; http://blog.local"
127.0.0.1 - - [26/May/2019:11:24:59 +0000] "GET /wp-admin/ HTTP/1.0" 302 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:24:59 +0000] "GET /wp-login.php?redirect_to=http%3A%2F%2Fblog.local%2Fwp-admin%2F&reauth=1 HTTP/1.0" 200 3171 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:24:59 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://blog.local/wp-login.php?redirect_to=http%3A%2F%2Fblog.local%2Fwp-admin%2F&reauth=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:25:04 +0000] "POST /wp-login.php HTTP/1.0" 302 0 "http://blog.local/wp-login.php?redirect_to=http%3A%2F%2Fblog.local%2Fwp-admin%2F&reauth=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:25:06 +0000] "GET /wp-admin/ HTTP/1.0" 200 56869 "http://blog.local/wp-login.php?redirect_to=http%3A%2F%2Fblog.local%2Fwp-admin%2F&reauth=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:25:08 +0000] "POST /wp-cron.php?doing_wp_cron=1558869907.5088479518890380859375 HTTP/1.0" 499 0 "http://blog.local/wp-cron.php?doing_wp_cron=1558869907.5088479518890380859375" "WordPress/5.2.1; http://blog.local"
127.0.0.1 - - [26/May/2019:11:25:08 +0000] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=1&_ajax_nonce=2efb40967d&1558869904695 HTTP/1.0" 200 1114 "http://blog.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:25:08 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://blog.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:25:08 +0000] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=2&_ajax_nonce=2efb40967d&1558869905940 HTTP/1.0" 200 572 "http://blog.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:25:08 +0000] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=yes&_ajax_nonce=2efb40967d&1558869906017 HTTP/1.0" 200 1 "http://blog.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:25:08 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 397 "http://blog.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:25:11 +0000] "GET /wp-admin/themes.php HTTP/1.0" 200 43624 "http://blog.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:25:11 +0000] "GET /wp-admin/admin-ajax.php?action=dashboard-widgets&widget=dashboard_primary&pagenow=dashboard HTTP/1.0" 499 0 "http://blog.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:25:11 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://blog.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:25:13 +0000] "GET /wp-admin/theme-install.php HTTP/1.0" 200 40836 "http://blog.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:25:13 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://blog.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:25:14 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 27104 "http://blog.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:25:35 +0000] "POST /wp-admin/update.php?action=upload-theme HTTP/1.0" 200 20763 "http://blog.local/wp-admin/theme-install.php?browse=featured" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:25:36 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://blog.local/wp-admin/update.php?action=upload-theme" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:26:21 +0000] "GET /wp-admin/themes.php HTTP/1.0" 200 45845 "http://blog.local/wp-admin/update.php?action=upload-theme" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:26:22 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://blog.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:27:22 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://blog.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:29:24 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://blog.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:31:24 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://blog.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:33:25 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://blog.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:35:26 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://blog.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:36:07 +0000] "GET /wp-admin/themes.php?action=activate&stylesheet=understrap&_wpnonce=c603aa3598 HTTP/1.0" 302 0 "http://blog.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:36:07 +0000] "GET /wp-admin/themes.php?activated=true HTTP/1.0" 200 46422 "http://blog.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:36:07 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://blog.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:36:13 +0000] "GET / HTTP/1.0" 200 17201 "http://blog.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:36:14 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://blog.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:36:17 +0000] "GET / HTTP/1.0" 200 17201 "http://blog.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:36:17 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://blog.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:36:19 +0000] "GET /wp-admin/about.php HTTP/1.0" 200 27477 "http://blog.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:36:19 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://blog.local/wp-admin/about.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:37:19 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://blog.local/wp-admin/about.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:39:21 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://blog.local/wp-admin/about.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:39:30 +0000] "GET / HTTP/1.0" 200 17201 "http://blog.local/wp-admin/about.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:39:30 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://blog.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:41:15 +0000] "GET /wp-admin/about.php HTTP/1.0" 200 27477 "http://blog.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:41:15 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://blog.local/wp-admin/about.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:41:19 +0000] "GET /wp-admin/options-general.php HTTP/1.0" 499 0 "http://blog.local/wp-admin/about.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:41:19 +0000] "GET /wp-admin/options-reading.php HTTP/1.0" 200 28018 "http://blog.local/wp-admin/about.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:41:20 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://blog.local/wp-admin/options-reading.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:41:34 +0000] "GET /wp-admin/options-reading.php HTTP/1.0" 200 28018 "http://blog.local/wp-admin/about.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:41:34 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://blog.local/wp-admin/options-reading.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:41:37 +0000] "GET /wp-admin/themes.php HTTP/1.0" 200 46283 "http://blog.local/wp-admin/options-reading.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
127.0.0.1 - - [26/May/2019:11:41:37 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://blog.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
